"Your Kindle Notes For:",,,
"HARRY POTTER UND DER STEIN DER WEISEN (GERMAN EDITION)",,,
"by J.K. Rowling, Klaus Fritz",,,
"Free Kindle instant preview:",,,
"https://a.co/cMoDk39",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 99","","So ging es ihm in mancher Hinsicht besser als zuvor, doch mit der Zeit wurde er ein wenig niedergeschlagen."
"Highlight (Yellow)","Page 99","","Er ging hinunter ins Wohnzimmer, wo sie sich ein Fernsehquiz ansahen. Als er sich räusperte, um auf sich aufmerksam zu machen, schrie Dudley auf und rannte davon."
"Highlight (Yellow)","Page 100","","»Würde es dir etwas ausmachen, mich hinzufahren?« Ein Brummen. Harry nahm an, dass es Ja hieß."
"Highlight (Yellow)","Page 100","","Harry schwieg."
"Highlight (Yellow)","Page 100","","Tante und Onkel starrten ihn an. »Gleis wie viel?«"
"Highlight (Yellow)","Page 100","","»Red keinen Stuss«, sagte Onkel Vernon, »es gibt kein Gleis neundreiviertel.« »Es steht auf meiner Fahrkarte.«"
"Highlight (Yellow)","Page 100","","»vollkommen übergeschnappt, das ganze Pack. Du wirst sehen. Wart’s nur ab. Gut, wir fahren dich nach King’s Cross. Wir müssen morgen ohnehin nach London, sonst würd ich mir die Mühe ja nicht machen.«"
"Highlight (Yellow)","Page 101","","aufgeregt und nervös, um wieder einschlafen zu können. Er stieg aus dem Bett und zog seine Jeans an, weil er nicht in seinem Zaubererumhang auf dem Bahnhof erscheinen wollte"
"Highlight (Yellow)","Page 101","","er würde sich dann im Zug umziehen."
"Highlight (Yellow)","Page 101","","Noch einmal ging er die Liste für Hogwarts durch, um sich zu vergewissern, dass er alles Nötige dabeihatte, und schloss Hedwig in ihren Käfig"
"Highlight (Yellow)","Page 101","","»Na dann, ein gutes Schuljahr«,"
"Highlight (Yellow)","Page 102","","Schon richteten sich viele erstaunte Blicke auf ihn – wegen Hedwig. Er musste jemanden fragen."
"Highlight (Yellow)","Page 102","","Der Wachmann hatte nie von Hogwarts gehört, und als Harry ihm nicht einmal sagen konnte, in welchem Teil des Landes die Schule lag, wurde er zusehends ärgerlich, als ob Harry sich absichtlich dumm anstellen würde."
"Highlight (Yellow)","Page 102","","Eine mürrische Bemerkung über Zeitverschwender auf den Lippen, ging er schließlich davon. Harry versuchte mit aller Macht, ruhig Blut zu bewahren."
"Highlight (Yellow)","Page 102","","Harry wandte sich rasch um. Gesprochen hatte eine kugelrunde Frau, um sie herum vier Jungen, allesamt mit flammend rotem Haar."
"Highlight (Yellow)","Page 103","","Sie hielten an, und auch Harry blieb stehen, dicht genug hinter ihnen, um sie zu hören."
"Highlight (Yellow)","Page 103","","»So, welches Gleis war es noch mal?«, fragte die Mutter der Jungen. »Neundreiviertel«, piepste ein kleines Mädchen an ihrer Hand, das ebenfalls rote Haare hatte. »Mammi, kann ich nicht mitgehen …«"
"Highlight (Yellow)","Page 103","","Sein Zwillingsbruder rief ihm nach, er solle sich beeilen, und das musste er getan haben, denn eine Sekunde später war er verschwunden – doch wie hatte er es geschafft?"
"Highlight (Yellow)","Page 103","","Nun schritt der dritte Bruder zügig auf die Bahnsteigabsperrung zu – er war schon fast dort –, und dann, ganz plötzlich, war er nicht mehr zu sehen."
"Highlight (Yellow)","Page 104","","Er war spurlos verschwunden."
"Highlight (Yellow)","Page 104","","sagte Harry zu der rundlichen Frau."
"Highlight (Yellow)","Page 104","","Er war hoch gewachsen, dünn und schlaksig, hatte Sommersprossen, große Hände und Füße und eine kräftige Nase."
"Highlight (Yellow)","Page 104","","Halt nicht an und hab keine Angst, du könntest dagegenknallen, das ist sehr wichtig."
"Highlight (Yellow)","Page 104","","Menschen auf dem Weg zu den Gleisen neun oder zehn rempelten ihn an. Harry beschleunigte seine Schritte."
"Highlight (Yellow)","Page 104","","Nichts geschah"
"Highlight (Yellow)","Page 104","","Eine scharlachrote Dampflok stand an einem Bahnsteig bereit, der voller Menschen war."
"Highlight (Yellow)","Page 105","","ein schmiedeeisernes Tor und darauf die Worte Gleis neundreiviertel."
"Highlight (Yellow)","Page 105","","Durch das Geschnatter der Wartenden und das Kratzen der schweren Koffer schrien sich Eulen gegenseitig etwas mürrisch an."
"Highlight (Yellow)","Page 105","","»Oma, ich hab schon wieder meine Kröte verloren.«"
"Highlight (Yellow)","Page 105","","Ein kleiner Auflauf hatte sich um einen Jungen mit Rastalocken gebildet."
"Highlight (Yellow)","Page 106","","»Brauchst du Hilfe?« Das war einer der rothaarigen Zwillinge, denen er durch den Fahrkartenschalter gefolgt war."
"Highlight (Yellow)","Page 106","","»Harry Potter«, riefen die Zwillinge im Chor. »Oh, der«, sagte Harry. »Ja, allerdings, der bin ich.«"
"Highlight (Yellow)","Page 106","","»Ron, du hast was an der Nase.«"
"Highlight (Yellow)","Page 107","","»Kann nicht lange bleiben, Mutter«, sagte er. »Ich bin ganz vorn, die Vertrauensschüler haben zwei Abteile für sich.«"
"Highlight (Yellow)","Page 107","","»Weil er ein Vertrauensschüler ist«, sagte die Mutter vergnügt. »Nun gut, mein Schatz, ich wünsch dir ein gutes Schuljahr – und schick mir eine Eule, wenn du angekommen bist.«"
"Highlight (Yellow)","Page 108","","»Das ist nicht lustig. Und passt auf Ron auf.«"
"Highlight (Yellow)","Page 108","","»He, Mum, weißt du was? Rate mal, wen wir im Zug getroffen haben!«"
"Highlight (Yellow)","Page 108","","»Ich verbiete dir, ihn danach zu fragen, Fred. Wag es ja nicht. Das hat ihm gerade noch gefehlt, dass er an seinem ersten Schultag daran erinnert wird.«"
"Highlight (Yellow)","Page 108","","»Schon gut, reg dich ab.«"
"Highlight (Yellow)","Page 109","","Abschiedskuss"
"Highlight (Yellow)","Page 109","","wir senden dir kistenweise Eulen.«"
"Highlight (Yellow)","Page 109","","doch besser als das, was er zurückließ, musste es allemal sein. Die Abteiltür glitt auf und der jüngste der Rotschöpfe kam herein."
"Highlight (Yellow)","Page 109","","»Sitzt da jemand?«, fragte er und deutete auf den Sitz gegenüber von Harry. »Der ganze Zug ist nämlich voll.«"
"Highlight (Yellow)","Page 109","","Harry schüttelte den Kopf und der Junge setzte sich. Er warf Harry einen schnellen Blick zu und sah dann schweigend aus dem Fenster. Harry sah, dass er immer noch einen schwarzen Fleck auf der Nase hatte."
"Highlight (Yellow)","Page 109","","»Macht nur«, murmelte Ron."
"Highlight (Yellow)","Page 110","","Scherz"
"Highlight (Yellow)","Page 110","","»An nichts?«, fragte Ron neugierig. »Na ja, ich erinnere mich noch, dass überall grünes Licht war, aber an sonst nichts.«"
"Highlight (Yellow)","Page 110","","»Ich glaube, Mum hat noch einen zweiten Vetter, der Buchhalter ist, aber wir reden nie über ihn.«"
"Highlight (Yellow)","Page 111","","»Fürchterlich – na ja, nicht alle. Meine Tante, mein Onkel und mein Vetter jedenfalls. Ich wünschte, ich hätte auch drei Zaubererbrüder.«"
"Highlight (Yellow)","Page 111","","Vertrauensschüler. Fred und George machen zwar eine Menge Unsinn, aber"
"Highlight (Yellow)","Page 111","","Ron schob die Hand in die Jacke und zog eine fette, graue, schlafende Ratte hervor."
"Highlight (Yellow)","Page 111","","Rons Ohren färbten sich rosa. Offenbar glaubte er, er habe jetzt zu viel gesagt, denn er sah jetzt wieder aus dem Fenster."
"Highlight (Yellow)","Page 112","","»Du hast Du-weißt-schon-wen beim Namen genannt!«, sagte Ron, entsetzt und beeindruckt zugleich. »Ich hätte nicht gedacht, dass ausgerechnet du"
"Highlight (Yellow)","Page 112","","»Ich möchte nicht so tun, als ob ich besonders mutig wäre, wenn ich den Namen sage«, antwortete Harry. »Ich habe einfach nie gewusst, dass man es nicht tun sollte. Verstehst du?"
"Highlight (Yellow)","Page 112","","»ich wette, ich bin der Schlechteste in der Klasse.«"
"Highlight (Yellow)","Page 112","","Um halb zwölf drang vom Gang ein lautes Geklirre und Geklapper herein, und eine Frau mit Grübchen in den Wangen schob die Tür auf und sagte lächelnd: »Eine Kleinigkeit vom Wagen gefällig, ihr Süßen?«"
"Highlight (Yellow)","Page 112","","Er habe Stullen dabei, nuschelte er. Harry trat hinaus in den Gang."
"Highlight (Yellow)","Page 112","","Schokoriegel."
"Highlight (Yellow)","Page 112","","Es gab Bertie Botts Bohnen in allen Geschmacksrichtungen, Bubbels Besten Blaskaugummi, Schokofrösche, Kürbispasteten, Kesselkuchen, Lakritz-Zauberstäbe und einige andere seltsame Dinge, die Harry noch nie gesehen hatte."
"Highlight (Yellow)","Page 113","","»Ich verhungere gleich«, sagte Harry und nahm einen großen Bissen von einer Kürbispastete."
"Highlight (Yellow)","Page 113","","Ron hatte ein klobiges Papierbündel herausgeholt und es aufgewickelt."
"Highlight (Yellow)","Page 113","","Allmählich hatte er das Gefühl, dass ihn nichts mehr überraschen würde. »Nein«, sagte Ron. »Aber schau nach, was auf der Karte ist, mir fehlt noch Agrippa.«"
"Highlight (Yellow)","Page 114","","Er trug eine Lesebrille, hatte eine lange, krumme Nase, wehendes Silberhaar und einen mächtigen Vollbart."
"Highlight (Yellow)","Page 114","","»Sag bloß, du hast noch nie von Dumbledore gehört!«, rief Ron. »Kann ich einen Frosch haben? Vielleicht ist Agrippa drin. – Danke.« Harry drehte seine Karte um"
"Highlight (Yellow)","Page 114","","Albus Dumbledore, gegenwärtig Schulleiter von Hogwarts."
"Highlight (Yellow)","Page 114","","Gilt bei vielen als der größte Zauberer der jüngeren Geschichte."
"Highlight (Yellow)","Page 114","","In seiner Freizeit hört Professor Dumbledore mit Vorliebe Kammermusik und spielt Bowling."
"Highlight (Yellow)","Page 114","","Harry drehte die Karte wieder um und stellte verblüfft fest,"
"Highlight (Yellow)","Page 115","","»Bedien dich«, sagte Harry. »Aber in der … in der Muggelwelt bleiben die Leute einfach sichtbar.«"
"Highlight (Yellow)","Page 115","","»Sei bloß vorsichtig mit denen«,"
"Highlight (Yellow)","Page 115","","Du kriegst zwar alle gewöhnlichen wie Schokolade und Pfefferminz und Erdbeere, aber auch Spinat und Leber und Kutteln. George meint, er habe mal eine mit Popelgeschmack gehabt.«"
"Highlight (Yellow)","Page 115","","Die Bohnen jeder Geschmacksrichtung zu essen machte ihnen Spaß. Harry hatte Toast, Kokosnuss, gebackene Bohnen, Erdbeere, Curry, Gras, Kaffee und Sardine und war sogar kühn genug, um das Ende einer merkwürdigen grauen Bohne anzuknabbern, die Ron nicht einmal anfassen wollte. Sie schmeckte nach Pfeffer."
"Highlight (Yellow)","Page 116","","Jetzt sahen sie Wälder, verschlungene Flüsse und dunkelgrüne Hügel."
"Highlight (Yellow)","Page 116","","Er sah ganz verweint aus. »Tut mir leid«, sagte er, »aber habt ihr vielleicht eine Kröte gesehen?«"
"Highlight (Yellow)","Page 116","","Immer haut sie ab!«"
"Highlight (Yellow)","Page 116","","»Ja«, sagte der Junge verzweifelt. »Gut, falls ihr sie seht …«"
"Highlight (Yellow)","Page 116","","Die Ratte döste immer noch auf Rons Schoß."
"Highlight (Yellow)","Page 116","","Gerade hatte er seinen Zauberstab erhoben, als die Abteiltür erneut aufgeschoben wurde. Wieder war es der krötenlose Junge, doch diesmal war ein Mädchen bei ihm."
"Highlight (Yellow)","Page 117","","sagte sie mit gebieterischer Stimme. Sie hatte einen üppigen braunen Haarschopf und recht lange Vorderzähne."
"Highlight (Yellow)","Page 117","","»Ähm – na gut.« Er räusperte sich. »Eidotter, Gänsekraut und Sonnenschein, Gelb soll diese fette Ratte sein.«"
"Highlight (Yellow)","Page 117","","»Jedenfalls ist er nicht besonders gut. Ich hab selbst ein paar einfache Sprüche probiert, nur zum Üben, und bei mir hat’s immer geklappt. Keiner in meiner Familie ist magisch, es war ja so eine Überraschung, als ich meinen Brief bekommen hab, aber ich hab mich unglaublich darüber gefreut, es ist nun einmal die beste Schule für Zauberei, die es gibt, wie ich gehört hab – ich hab natürlich alle unsere Schulbücher auswendig gelernt, ich hoffe nur, das reicht. Übrigens, ich bin Hermine Granger, und wer seid ihr?« Das alles sprudelte in atemberaubender Geschwindigkeit aus ihr heraus."
"Highlight (Yellow)","Page 118","","»Nicht zu fassen«, sagte Harry, etwas schwurbelig im Kopf."
"Highlight (Yellow)","Page 118","","»Meine Güte, hast du das nicht gewusst, ich jedenfalls hätte alles über mich rausgefunden, wenn ich du gewesen wäre«, sagte Hermine. »Wisst ihr eigentlich schon, in welches Haus ihr kommt? Ich hab herumgefragt und hoffentlich komme ich nach Gryffindor, da hört man das Beste, es heißt, Dumbledore selber war dort, aber ich denke, Ravenclaw wär auch nicht schlecht … Gut denn, wir suchen jetzt besser weiter nach Nevilles Kröte."
"Highlight (Yellow)","Page 118","","»Egal, in welches Haus ich komme, Hauptsache, die ist woanders«,"
"Highlight (Yellow)","Page 118","","Ravenclaw wäre sicher nicht allzu schlecht, aber stell dir vor, sie stecken mich nach Slytherin.«"
"Highlight (Yellow)","Page 119","","»Ja«, sagte Ron. Er ließ sich mit trübseliger Miene in seinen Sitz zurückfallen."
"Highlight (Yellow)","Page 119","","Schule anstellen mochte. »Charlie ist in Rumänien und erforscht Drachen und Bill ist in Afrika"
"Highlight (Yellow)","Page 120","","»Was?« Ron sah ihn verdutzt an."
"Highlight (Yellow)","Page 120","","»Stimmt es?«, sagte er. »Im ganzen Zug sagen sie, dass Harry Potter in diesem Abteil ist. Also du bist es?« »Ja«, sagte Harry."
"Highlight (Yellow)","Page 120","","stämmig"
"Highlight (Yellow)","Page 120","","»Oh, das ist Crabbe und das ist Goyle«, bemerkte der blasse Junge lässig, als er Harrys Blick folgte. »Und mein Name ist Malfoy. Draco Malfoy.«"
"Highlight (Yellow)","Page 120","","Von Ron kam ein leichtes Husten, das sich anhörte wie ein verdruckstes Kichern. Draco Malfoy sah ihn an."
"Highlight (Yellow)","Page 120","","»Meinst wohl, mein Name ist komisch, was? Wer du bist, muss man ja nicht erst fragen."
"Highlight (Yellow)","Page 121","","Ich könnte dir behilflich sein.«"
"Highlight (Yellow)","Page 121","","»Ich an deiner Stelle würde mich vorsehen, Potter«, sagte er langsam. »Wenn du nicht ein wenig höflicher bist, wird es dir genauso ergehen wie deinen Eltern."
"Highlight (Yellow)","Page 121","","»Aber uns ist überhaupt nicht nach Gehen zumute, oder, Jungs?"
"Highlight (Yellow)","Page 121","","Crabbe und Malfoy wichen zur Seite, als der jaulende Goyle Krätze weit im Kreis herumschwang."
"Highlight (Yellow)","Page 122","","Sagten, sie seien verhext worden. Mein Dad glaubt nicht daran."
"Highlight (Yellow)","Page 122","","»Ich schlage vor, ihr beeilt euch ein wenig und zieht eure Umhänge an. Ich war gerade vorn beim Lokführer, und er sagt, wir sind gleich da."
"Highlight (Yellow)","Page 122","","»Schon gut. Ich bin nur reingekommen, weil sich die Leute draußen einfach kindisch aufführen und ständig die Gänge auf und ab rennen«, sagte Hermine hochnäsig. »Und übrigens, du hast Dreck an der Nase, weißt du das?«"
"Highlight (Yellow)","Page 123","","Unter dem zornfunkelnden Blick von Ron ging sie schließlich hinaus."
"Highlight (Yellow)","Page 123","","»Erstklässler! Erstklässler hier rüber! Alles klar, Harry?«"
"Highlight (Yellow)","Page 123","","Rutschend und stolpernd folgten sie Hagrid einen steilen, schmalen Pfad hinunter."
"Highlight (Yellow)","Page 124","","»Augenblick noch, und ihr seht zum ersten Mal in eurem Leben Hogwarts«,"
"Highlight (Yellow)","Page 124","","»nur noch um diese Biegung hier.«"
"Highlight (Yellow)","Page 124","","Der enge Pfad war plötzlich zu Ende und sie standen am Ufer eines großen schwarzen Sees."
"Highlight (Yellow)","Page 124","","rabenschwarzen"
"Highlight (Yellow)","Page 124","","VORWÄRTS!«"
"Highlight (Yellow)","Page 124","","»Trevor!«, schrie Neville selig vor Glück und streckte die Hände aus. Dann stiefelten sie hinter Hagrids Lampe einen Felsgang empor und kamen schließlich auf einer weichen, feuchten Wiese im Schatten des Schlosses heraus."
"Highlight (Yellow)","Page 125","","Sie gingen eine lange Steintreppe hoch und versammelten sich vor dem riesigen Eichentor des Schlosses."
"Highlight (Yellow)","Page 126","","Ich nehm sie dir ab.«"
"Highlight (Yellow)","Page 126","","Das ist eine sehr wichtige Zeremonie, denn das Haus ist gleichsam eure Familie in Hogwarts."
"Highlight (Yellow)","Page 127","","Ich schlage vor, dass ihr die Zeit nutzt und euch beim Warten so gut wie möglich zurechtmacht.«"
"Highlight (Yellow)","Page 127","","Harry mühte sich nervös, sein Haar zu glätten."
"Highlight (Yellow)","Page 127","","Harry schluckte."
"Highlight (Yellow)","Page 127","","Harrys Herz fing fürchterlich an zu pochen."
"Highlight (Yellow)","Page 127","","was um Himmels willen würde er tun müssen?"
"Highlight (Yellow)","Page 128","","Er blickte unablässig auf die Tür. Jeden Augenblick konnte Professor McGonagall zurückkommen und ihn in den Untergang führen."
"Highlight (Yellow)","Page 128","","Perlweiß und fast durchsichtig glitten sie durch den Raum, wobei sie sich unterhielten und den Erstklässlern nur gelegentlich einen Blick zuwarfen."
"Highlight (Yellow)","Page 128","","Mönch,"
"Highlight (Yellow)","Page 129","","Harry hatte von einem so fremdartigen und wundervollen Ort noch nicht einmal geträumt."
"Highlight (Yellow)","Page 129","","Tausende und abertausende von Kerzen erleuchteten ihn, über den vier langen Tischen schwebend, an denen die anderen Schüler saßen."
"Highlight (Yellow)","Page 129","","Die Geister, zwischen den Schülern verstreut, glänzten dunstig silbern. Um den starrenden Blicken auszuweichen, wandte Harry das Gesicht nach oben und sah eine samtschwarze, mit Sternen übersäte Decke."
"Highlight (Yellow)","Page 130","","Es war ein verschlissener, hie und da geflickter und ziemlich schmutziger Hut."
"Highlight (Yellow)","Page 130","","Ein Riss nahe der Krempe tat sich auf, so weit wie ein Mund, und der Spitzhut begann zu singen:"
"Highlight (Yellow)","Page 130","","Tapferkeit und Mut. In Hufflepuff dagegen ist man gerecht und treu,"
"Highlight (Yellow)","Page 130","","und hat vor Arbeit keine Scheu. Bist du geschwind im Denken, gelehrsam auch und weise,"
"Highlight (Yellow)","Page 131","","Als der Hut sein Lied beendet hatte, brach in der Halle ein Beifallssturm los. Er"
"Highlight (Yellow)","Page 131","","Harry fühlte sich im Augenblick weder mutig noch schlagfertig noch überhaupt zu irgendetwas aufgelegt. Wenn der Hut nur ein Haus für solche Schüler erwähnt"
"Highlight (Yellow)","Page 131","","Professor McGonagall trat vor, in den Händen eine lange Pergamentrolle. »Wenn ich euch aufrufe,"
"Highlight (Yellow)","Page 131","","Ein Mädchen mit rosa Gesicht und blonden Zöpfen stolperte aus der Reihe der Neuen hervor, setzte den Hut auf, der ihr sogleich über die Augen rutschte, und ließ sich auf dem Stuhl nieder. Einen Moment lang geschah nichts –"
"Highlight (Yellow)","Page 132","","Der Tisch zur Rechten johlte und klatschte, als Hannah aufstand und sich bei den Hufflepuffs niederließ."
"Highlight (Yellow)","Page 132","","rief der Hut abermals, und Susan schlurfte los, um sich neben Hannah zu setzen."
"Highlight (Yellow)","Page 132","","Bei den einen, bemerkte Harry, verkündete der Hut auf der Stelle das Haus, bei anderen wiederum brauchte er eine Weile, um sich zu entscheiden."
"Highlight (Yellow)","Page 133","","Hermine ging eilig auf den Stuhl zu und packte sich den Hut begierig auf den Kopf. »GRYFFINDOR!«, rief der Hut. Ron stöhnte."
"Highlight (Yellow)","Page 133","","Plötzlich überfiel Harry ein schrecklicher Gedanke, so plötzlich, wie es Gedanken an sich haben, wenn man aufgeregt ist."
"Highlight (Yellow)","Page 133","","Was, wenn er gar nicht gewählt würde? Was, wenn er, den Hut auf dem Kopf, eine Ewigkeit lang nur dasäße, bis Professor McGonagall ihm den Hut vom Kopf reißen und erklären würde, offenbar sei ein Irrtum geschehen und er solle doch besser wieder in den Zug steigen?"
"Highlight (Yellow)","Page 133","","Nun waren nicht mehr viel Neue übrig."
"Highlight (Yellow)","Page 133","","Als Harry vortrat, entflammten plötzlich überall in der Halle Feuer, kleine, zischelnde Geflüsterfeuer."
"Highlight (Yellow)","Page 134","","Viel Mut, wie ich sehe. Kein schlechter Kopf außerdem. Da ist Begabung, du meine Güte, ja – und ein kräftiger Durst, sich zu beweisen, nun, das ist interessant …"
"Highlight (Yellow)","Page 134","","wo soll ich dich hinstecken?«"
"Highlight (Yellow)","Page 134","","Du könntest groß sein, weißt du, es ist alles da in deinem Kopf, und Slytherin wird dir auf dem Weg zur Größe helfen. Kein Zweifel – nein? Nun, wenn du dir sicher bist – dann besser nach GRYFFINDOR!«"
"Highlight (Yellow)","Page 135","","eigenartig"
"Highlight (Yellow)","Page 135","","Dann war Ron an der Reihe. Mittlerweile war er blassgrün im Gesicht. Harry kreuzte"
"Highlight (Yellow)","Page 135","","hervorragend«,"
"Highlight (Yellow)","Page 135","","wichtigtuerisch"
"Highlight (Yellow)","Page 136","","Und hier sind sie: Schwachkopf! Schwabbelspeck! Krimskrams! Quiek!"
"Highlight (Yellow)","Page 136","","Alle klatschten und jubelten. Harry wußte nicht recht, ob er lachen sollte."
"Highlight (Yellow)","Page 136","","Brathähnchen, Schweine- und Lammkoteletts, Würste, Schinken, Steaks, Pellkartoffeln, Bratkartoffeln, Pommes, Yorkshire-Pudding, Erbsen, Karotten, Bratensoße, Ketschup und, aus irgendeinem merkwürdigen Grund, Pfefferminzbonbons."
"Highlight (Yellow)","Page 136","","Harry häufte von allem etwas auf seinen Teller, nur die Pfefferminzbonbons ließ er aus."
"Highlight (Yellow)","Page 136","","es schmeckte köstlich. »Das sieht wahrhaft gut aus«,"
"Highlight (Yellow)","Page 137","","Scharnier"
"Highlight (Yellow)","Page 137","","Slytherin hat den Pokal jetzt sechs Jahre in Folge! Der Blutige Baron wird langsam unerträglich – er ist der Geist von Slytherin.«"
"Highlight (Yellow)","Page 137","","Er saß auf dem Platz neben Malfoy, der, wie Harry vergnügt feststellte, über die Sitzordnung nicht gerade glücklich war. »Wie hat er sich so mit Blut bespritzt?«, fragte Seamus"
"Highlight (Yellow)","Page 138","","taktvoll."
"Highlight (Yellow)","Page 138","","Einen Augenblick später erschien der Nachtisch: ganze Blöcke von Eiskrem in allen erdenklichen Geschmacksrichtungen, Apfelkuchen, Siruptorten, Schoko-Eclairs und marmeladegefüllte Donuts, Biskuits, Erdbeeren, Wackelpeter, Reispudding …"
"Highlight (Yellow)","Page 138","","»Und wie steht’s mit dir, Neville?«, fragte Ron."
"Highlight (Yellow)","Page 138","","»Meine Oma hat mich aufgezogen und sie ist eine Hexe«, sagte Neville, »aber die Familie hat die ganze Zeit geglaubt, ich sei mit Haut und Haaren ein Muggel. Mein Großonkel"
"Highlight (Yellow)","Page 138","","Doch ich bin gehüpft wie ein Ball – durch den Garten hindurch bis auf die Straße."
"Highlight (Yellow)","Page 139","","Harry, der sich allmählich warm und schläfrig fühlte, sah erneut zum Hohen Tisch hinüber."
"Highlight (Yellow)","Page 139","","Es geschah urplötzlich."
"Highlight (Yellow)","Page 139","","Das ist Professor Snape. Er lehrt Zaubertränke, ist aber damit nicht zufrieden."
"Highlight (Yellow)","Page 140","","Alle, die gerne in den Hausmannschaften spielen wollen, mögen sich an Madam Hooch wenden."
"Highlight (Yellow)","Page 140","","flüsterte er Percy zu. »Muss er wohl«, sagte Percy und sah mit einem Stirnrunzeln zu Dumbledore hinüber."
"Highlight (Yellow)","Page 141","","Dumbledore fuchtelte kurz mit seinem Zauberstab, als ob er eine Fliege von der Spitze verscheuchen wollte, und ein langer goldener Faden schwebte daraus hervor, stieg hoch über die Tische und nahm, sich windend wie eine Schlange, die Gestalt von Worten an."
"Highlight (Yellow)","Page 141","","Hogwarts, Hogwarts, warzenschweiniges Hogwarts, bring uns was Schönes bei, Ob alt und kahl oder jung und albern, wir sehnen uns Wissen herbei."
"Highlight (Yellow)","Page 141","","Dumbledore dirigierte ihre letzten Verse mit seinem Zauberstab, und als sie geendet hatten, klatschte er am lautesten."
"Highlight (Yellow)","Page 142","","empor."
"Highlight (Yellow)","Page 142","","Harrys Beine waren wieder bleischwer, diesmal jedoch nur, weil er sich den Bauch so vollgeschlagen hatte und todmüde war."
"Highlight (Yellow)","Page 142","","Er war sogar zu schläfrig, um sich darüber zu wundern, dass die Menschen auf den Porträts entlang der Korridore flüsterten und auf sie deuteten, als sie vorbeigingen, oder dass Percy sie zweimal durch Türbögen führte, die versteckt hinter beiseitegleitenden Täfelungen und Wandteppichen lagen."
"Highlight (Yellow)","Page 142","","Noch mehr Treppen ging es empor, gähnend und schlurfend, und Harry fragte sich gerade, wie lange es noch dauern würde, als sie plötzlich Halt machten."
"Highlight (Yellow)","Page 142","","Er hob seine Stimme: »Peeves, zeige dich.«"
"Highlight (Yellow)","Page 142","","»Ooooooooh!«, sagte er mit einem gehässigen Kichern."
"Highlight (Yellow)","Page 142","","»Die süßen kleinen Erstklässler! Welch ein Spaß!« Plötzlich rauschte er auf sie zu. Sie duckten sich."
"Highlight (Yellow)","Page 142","","Rüstung"
"Highlight (Yellow)","Page 143","","Seidenkleid."
"Highlight (Yellow)","Page 143","","und fanden sich in einem gemütlichen, runden Zimmer voll weicher Sessel wieder: dem Gemeinschaftsraum von Gryffindor."
"Highlight (Yellow)","Page 143","","»Hau ab, Krätze! Er kaut an meinem Laken.«"
"Note","Page 257","","Wtf"
