"Your Kindle Notes For:",,,
"NICHT WEG UND NICHT DA: ROMAN (GERMAN EDITION)",,,
"by Anne Freytag",,,
"Free Kindle instant preview:",,,
"https://a.co/5KfuXEA",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 106","","Er kocht Tee. Und sagt kein Wort."
"Note","Page 106","","Q"
"Highlight (Yellow)","Page 106","","»Boxtraining«, antwortet er einsilbig und fügt dann hinzu: »Was wollte der Typ von dir?«"
"Highlight (Yellow)","Page 107","","Jacob ist groß wie ein Turm. Seine Halsschlagader vibriert. »Dieser Wichser ist eineinhalb Köpfe größer als du und wiegt das Doppelte!«"
"Highlight (Yellow)","Page 107","","»Ich weiß. Ich habe davor auch noch nie jemanden geschlagen.« Kurze Pause. »Das ist der Hauptgrund, warum ich diese Therapie machen muss.«"
"Highlight (Yellow)","Page 107","","Jetzt muss ich hingehen. Sonst werde ich von der Schule suspendiert.«"
"Highlight (Yellow)","Page 107","","Er runzelt die Stirn. »Das ist ein bisschen übertrieben, wenn du mich fragst.«"
"Highlight (Yellow)","Page 107","","»Warum hast du es getan?«, fragt er."
"Highlight (Yellow)","Page 108","","geisteskranker"
"Highlight (Yellow)","Page 109","","Eisbeutel"
"Highlight (Yellow)","Page 109","","Ich starre sie an. Ich will sie nicht anstarren. Aber ich kann nicht wegsehen."
"Highlight (Yellow)","Page 109","","Ich reiße mich zusammen und frage: »Warum? Ich meine, warum hat er es getan?«"
"Highlight (Yellow)","Page 109","","»Mein Bruder hatte eine Bipolare Störung«, sagt sie leise. Es ist kaum mehr als ein Flüstern."
"Highlight (Yellow)","Page 110","","»Kennst du das Gefühl, dass du so wütend bist, dass du dich selbst nicht wiedererkennst? Als wärst du auf einmal jemand anders?« Ich nicke. Es ist absolut still. Nur die Heizung tickt. »Auf wen bist du wütend? Auf dich oder auf ihn?«"
"Highlight (Yellow)","Page 110","","An: luise.koenig@gmail.com Kleiner Reisebericht"
"Highlight (Yellow)","Page 111","","nur nicht ganz so griechisch. Auf seine Fähre darf nur, wer die Begräbnisriten empfangen hat und bezahlen kann. Ich also nicht, weil ich Selbstmord begangen habe."
"Highlight (Yellow)","Page 111","","Ufer"
"Highlight (Yellow)","Page 111","","Binsenboot."
"Highlight (Yellow)","Page 111","","Du bist mein Telefonjoker, mein Verbindungsstück zur echten Welt, mein Ass im Ärmel. Der Fährmann sagt, Selbstmörder brauchen einen Lebenden, der für sie einsteht."
"Highlight (Yellow)","Page 111","","Der stellvertretend die von ihm gestellten Aufgaben erfüllt."
"Highlight (Yellow)","Page 111","","Du musst nur deinen Geburtstag nachfeiern. Nichts weiter. Einzige Bedingung: Ihr müsst mindestens zu dritt sein. Mama gilt nicht."
"Highlight (Yellow)","Page 112","","»Dein Bruder muss dich wirklich sehr geliebt haben.« »Wie bitte?«, fragt sie fassungslos. »So etwas schickt man doch nicht jemandem, den man liebt!«"
"Highlight (Yellow)","Page 112","","Als hätte sie über die Jahre gelernt, tapfer zu sein."
"Highlight (Yellow)","Page 113","","Hemmungslos und laut. Als würde es niemand mitbekommen."
"Highlight (Yellow)","Page 113","","Wie ich schluchzend an ihm dranhänge. Wie ich meine Hände in seinem T-Shirt vergrabe. Wie heftig ich weine. Aber mir ist alles egal. Mein Körper ist wie eine Begleiterscheinung, etwas, das eben da ist."
"Highlight (Yellow)","Page 113","","Er hält mich auf eine Art fest, auf die ich noch nie festgehalten wurde. Als könnte mir nichts passieren. Als wäre ich am sichersten Ort der Welt. Ich weiß nicht, wie lange wir so dastehen, Brust an Brust, Herzschlag an Herzschlag, aber irgendwann habe ich mich leer geweint, und ich höre auf."
"Highlight (Yellow)","Page 114","","Ich warte darauf, dass es mir unangenehm ist, aber das ist es nicht."
"Highlight (Yellow)","Page 115","","Sie sind rot und glasig und traurig. Und ihr Blick ist verloren und klein."
"Highlight (Yellow)","Page 115","","Sie wirkt verunsichert."
"Highlight (Yellow)","Page 115","","»Es ist hauptsächlich Gemüse schneiden«, sage ich. »Gemüse schneiden kann ich«, antwortet sie. Und ich muss lächeln."
"Highlight (Yellow)","Page 115","","Die Lasagne ist im Ofen, die Küche riecht nach geschmolzenem Käse, mein T-Shirt ist noch nass von ihren Tränen."
"Highlight (Yellow)","Page 116","","Ich hätte nicht gedacht, dass Jacob kochen kann. Und dann auch noch ohne Rezept. Er boxt, und er kocht. Und er kennt sich mit Kunst aus. Und mit germanischer Mythologie. Seltsame Mischung."
"Highlight (Yellow)","Page 116","","Merk dir eins, Lise, hat er gesagt, so, wie jemand mit einer Gabel umgeht, geht er auch mit Menschen um. Am schlimmsten sind die, die ihre kleinen Finger abspreizen. Bei denen musst du besonders aufpassen."
"Highlight (Yellow)","Page 116","","Er hält sie nicht verkrampft, aber fest."
"Highlight (Yellow)","Page 117","","»Du hast Besuch«, stellt er fest."
"Highlight (Yellow)","Page 117","","Bildhübsche Mädchen mit kahl rasierten Köpfen fallen mir immer auf.«"
"Highlight (Yellow)","Page 117","","kennenzulernen.« »Gleichfalls«, sage ich und klinge seltsam schüchtern. »Stört es euch, wenn ich mich dazusetze?«, fragt er, wartet aber nicht auf eine Antwort. Er lässt sich auf den Stuhl neben mir fallen und stützt die Ellenbogen auf der Tischplatte ab. »Wie war der Kurs?«, fragt Jacob. »Welcher Kurs noch gleich?«, fragt Arthur. »Na der, den du belegen musstest.«"
"Highlight (Yellow)","Page 117","","»War nicht dort.« »Wie meinst du das, du warst nicht dort? Ist da nicht Anwesenheitspflicht?«"
"Highlight (Yellow)","Page 117","","Die beiden haben durchaus Ähnlichkeit – dunkle Augen und Haare, lange Wimpern, einen markanten Kiefer. Aber Jacobs Augen sind viel dunkler. Sie haben beide eine schmale Nase, aber Arthurs ist gerade, während die von Jacob so aussieht, als hätte er sie sich schon mal gebrochen. Jacob ist einen halben Kopf größer als sein Bruder. Und sportlicher. Arthur ist schlank, aber gedrungen."
"Highlight (Yellow)","Page 118","","Sein Lachen, seine Mimik. Er füllt einen Raum mit Leben. Jacob nicht. Er ist still. Beobachtet. Im direkten Vergleich bewegt er sich kaum."
"Highlight (Yellow)","Page 118","","Nuancen. Arthur ist zerzaust und chaotisch. Und er hat diese natürliche Selbstsicherheit, die man nicht lernen kann. Er ist der Unterhalter. Jemand, der andere mühelos zum Lachen bringt. Jacob hingegen ist undurchsichtig. Schweigsam. Skeptisch. Er sieht so aus, als würde er niemandem vertrauen. Vielleicht rede ich da aber auch von mir. Dann plötzlich bricht Jacob in schallendes Lachen aus."
"Highlight (Yellow)","Page 121","","Manchmal verselbstständigen sich Dinge."
"Highlight (Yellow)","Page 121","","Und am liebsten hätte ich ihm alles erzählt. Aber ich habe es nicht getan."
"Highlight (Yellow)","Page 121","","Er: Schokoladenkuchen geht immer."
"Highlight (Yellow)","Page 121","","Du kümmerst dich ums Essen, ich um die Deko."
"Highlight (Yellow)","Page 122","","Du weißt doch, wie subtil ich bin."
"Highlight (Yellow)","Page 122","","Das Fleisch wartet geschnitten und mariniert im Kühlschrank, der Kuchen ist fertig und die Salate vorbereitet, und ich weiß noch nicht mal, ob sie Zeit hat."
"Highlight (Yellow)","Page 123","","Es wäre übertrieben zu behaupten, dass wir uns unterhalten haben, aber wir haben uns angeschaut."
"Highlight (Yellow)","Page 123","","Er ist kleiner und kleiner geworden, und dann war er weg. Danach habe ich eineinhalb Stunden mit Ming geskypt."
"Highlight (Yellow)","Page 123","","Am Ende war Ming sprachlos. Sie hat mich mit Fragen gelöchert wie: Er hat ihn wirklich geschlagen?, und: Du hast ihm Kristophers E-Mail gezeigt?, und: Und welche Körperteile genau haben sich bei eurer langen Umarmung berührt?, und: Er hat dich heimgebracht?, und: Und was machst du jetzt wegen Kristophers erster Aufgabe? Darauf wusste ich keine Antwort. Aber Ming hatte eine: Also, eine Person hast du ja bereits. Jetzt brauchst du nur noch eine. Ich wünschte, ich könnte dabei sein. In der Schule"
"Highlight (Yellow)","Page 124","","es so langweilig wie immer. Und jetzt gehe ich von der Tramhaltestelle"
"Highlight (Yellow)","Page 124","","Der Gehweg ist geräumt. Es liegt fast kein Schnee mehr. Ich überquere die Straße."
"Highlight (Yellow)","Page 126","","GERADE NOCH FREITAG"
"Highlight (Yellow)","Page 127","","Als ich noch in der Therapie war, sollte ich am Ende eines jeden Tages ein paar Dinge aufschreiben, die gut waren. Weil es an jedem Tag ein paar Dinge gibt, die gut sind. Sogar an den ganz schlechten. Mein Therapeut hat immer gesagt: Jacob, wir entscheiden selbst, woran wir uns erinnern. Und es stimmt. Das ist, woran ich mich erinnern werde, Stand 23:54 Uhr – vielleicht kommt ja noch was dazu: 1. Wie unglaublich schön Luise ist, wenn sie lacht 2. Dass mein Bruder richtig glücklich ist 3. Wie gut es sich anfühlt, sich nicht zu verstellen 4. Wie unglaublich gern ich dieses Mädchen um mich habe Und zu guter Letzt: 5. Wie unbeschwert ich sein kann"
"Highlight (Yellow)","Page 127","","Wir haben Monopoly gespielt und gegessen und uns die ganze Zeit unterhalten."
"Highlight (Yellow)","Page 127","","Mein Bruder hat alle Zutaten für exotische Drinks eingekauft und Konfetti und Wunderkerzen organisiert, Julia hat italienisches Brot und selbst gemachte Kräuterbutter mitgebracht, und ich habe mich ums restliche Essen gekümmert und einen Schokoladenkuchen gebacken, auf dem in großen roten Buchstaben ALLES GUTE ZUM GEBURTSTAG LUISE steht."
"Highlight (Yellow)","Page 128","","Aber wir haben es nicht eilig. Wir haben Zeit. Draußen schneit es, und wir sitzen in der Wärme und schlürfen karibische Cocktails, die Julia mit kleinen bunten Schirmchen dekoriert hat."
"Highlight (Yellow)","Page 128","","Er ist wie dieser Abend. Wie dieses Gefühl. »Ich glaube ja«, sagt"
"Highlight (Yellow)","Page 128","","»Los, mach ihn auf.«"
"Highlight (Yellow)","Page 129","","Ich zögere, doch dann öffne ich den Umschlag und ziehe eine Karte heraus. Es ist ein Kinogutschein."
"Highlight (Yellow)","Page 129","","Arthur erinnert mich an meinen Bruder. Zumindest in seinen guten Phasen. Ich glaube, die beiden hätten sich gemocht."
"Highlight (Yellow)","Page 129","","auffordernd"
"Highlight (Yellow)","Page 130","","Die Glasur und seine Augen haben dieselbe Farbe."
"Highlight (Yellow)","Page 133","","Umschlag."
"Highlight (Yellow)","Page 133","","Ich starte Safari, surfe ziellos im Internet herum, lese langweilige Statusmeldungen bei Facebook, wechsle zurück zum Mail-Programm."
"Highlight (Yellow)","Page 133","","Ich öffne Spotify und durchsuche meine Playlisten – das Warten ist so laut, dass ich es ausblenden muss."
"Highlight (Yellow)","Page 133","","Unbeschwert."
"Highlight (Yellow)","Page 134","","Arthur und Julia in Arthurs Zimmer, Jacob in seinem und ich im Wohnzimmer auf der Couch –, hat Jacob nach meiner Nummer gefragt."
"Highlight (Yellow)","Page 134","","beide ein bisschen angetrunken und irgendwie verlegen. Er hat bei mir anklingeln lassen, damit ich auch seine Nummer habe, und sich seitdem nicht bei mir gemeldet."
"Highlight (Yellow)","Page 134","","Ich wollte einen Zettel dalassen, aber ich konnte keinen finden, und die Schubladen im Flur zu durchsuchen kam mir falsch"
"Highlight (Yellow)","Page 134","","dass ich nicht würde schlafen können. Und so war es. Ich lag knapp drei Stunden auf dem Sofa und habe an die Decke gestarrt, weil ich Angst davor hatte zu träumen. Und vor den Bildern, die nur darauf warten, dass ich aus meinem Bewusstsein in den dunklen Teil meines Wesens abdrifte. Zu den Emotionen, die ich tief in mir vergraben habe."
"Highlight (Yellow)","Page 135","","Mama sagt, dass ich mir keine Sorgen machen soll. Dass das eine mit dem anderen nichts zu tun hat. Ich weiß nicht, ob ich das glaube."
"Highlight (Yellow)","Page 135","","Ab und zu erinnere ich mich an lose Fetzen, die keinerlei Sinn ergeben."
"Highlight (Yellow)","Page 135","","wässrig"
"Highlight (Yellow)","Page 135","","Als wäre Tageslicht das Kryptonit der Ängste."
"Highlight (Yellow)","Page 136","","Bevor ich gegangen bin, habe ich das Bettzeug zusammengefaltet und aufs Sofa gelegt. Draußen war es noch dunkel und kalt. Die Luft war klirrend blau."
"Highlight (Yellow)","Page 136","","Die Straßen und Gehwege waren geisterhaft leer und die Welt erschreckend still."
"Highlight (Yellow)","Page 137","","»Geht es dir gut?«, fragt Arthur und beißt von seinem Käsetoast ab. Die Krümel fallen auf den Boden."
"Highlight (Yellow)","Page 137","","»Du bist sauer«, stellt er fest. »Warum bist du sauer?« »Ich bin nicht sauer«, sage ich. »Klar, bist du das«, sagt er. Ich wende meinem Bruder den Rücken zu. Es ist still, nur ab und zu hört man, wie er von seinem Toast abbeißt und kaut."
"Highlight (Yellow)","Page 137","","Es ist ein krosses Geräusch, das langsam abebbt."
"Highlight (Yellow)","Page 137","","»Warum habt ihr euch nicht geschrieben? Ich hatte den Eindruck, du magst sie.« »Und ich hatte den Eindruck, dass dich das nichts angeht.« »Autsch.«"
"Highlight (Yellow)","Page 138","","Ich wende mich ab. Als wäre das ein zu intimer Moment."
"Highlight (Yellow)","Page 138","","Und irgendwie ist er das, weil mein Bruder die meisten Frauen im Normalfall nur zur Tür bringt. Wenn überhaupt."
"Highlight (Yellow)","Page 138","","Tonfall,"
"Highlight (Yellow)","Page 138","","»Gern.« »Hey«, sagt mein Bruder, »mir hast du keine angeboten.« »Wieso auch? Du hattest doch deinen Toast.« »Das stimmt, aber hast du nicht eben selbst gesagt, dass das nichts Richtiges zu essen ist? Du willst doch wohl nicht, dass ich Mangelerscheinungen bekomme.«"
"Highlight (Yellow)","Page 139","","Es läuft Musik und riecht nach Lachs und Zitrone, nach Dill und Kartoffeln."
"Highlight (Yellow)","Page 140","","Er kann nichts mit mir anfangen und ich nichts mit ihm. Wenn wir essen, schweigen wir, und wenn wir reden, sagen wir eigentlich auch nichts. Es sind Sätze und Wörter ohne Bedeutung. Ich bin wie ein Haustier, das er eigentlich nicht haben will, und er ist dieser langweilige ältere Mann, der mich entfernt an meinen Bruder erinnert, der sich aber selbst auf keinen Fall an ihn erinnern will."
"Highlight (Yellow)","Page 141","","Zumindest nicht durch und durch. Die Wahrheit ist, dass ich ihn eigentlich gar nicht kenne. Genauso wenig wie er mich."
"Highlight (Yellow)","Page 141","","Wir sind wie Fremde, die eng miteinander verwandt sind."
"Highlight (Yellow)","Page 141","","Vor allem, wenn sie in einer neuen Beziehung sind."
"Highlight (Yellow)","Page 141","","Seine Freundin heißt Marion, ist Mitte vierzig, kinderlos und immer positiv."
"Highlight (Yellow)","Page 141","","– Trägheit, Langsamkeit, Schwerfälligkeit"
"Highlight (Yellow)","Page 141","","Meine Wortschöpfung Mari-Om war zwar nicht schlecht, aber Kristophers war besser."
"Highlight (Yellow)","Page 141","","Mücken"
"Highlight (Yellow)","Page 141","","Ich weiß nicht, ob ich generell ein Problem mit ausgeglichenen Menschen habe, denn dafür kenne ich zu wenige, aber Phlegmarions unermüdliche Friedfertigkeit treibt mich jedes Mal fast in den Wahnsinn."
"Highlight (Yellow)","Page 142","","Nach spätestens fünf Minuten über die heilende Kraft von Steinen gibt jeder auf. Ich weiß echt nicht, wie Papa das aushält."
"Highlight (Yellow)","Page 142","","Wie ein Kreislauf, der endlos zusammenbricht."
"Highlight (Yellow)","Page 142","","Papas Freundin ist die Sorte Frau, die sich im Sommer bunte Tücher um den Kopf wickelt, am liebsten überall barfuß hingeht und in allem das Gute sieht."
"Highlight (Yellow)","Page 142","","In den Seminaren, die sie gibt, wird viel geweint und umarmt und losgelassen. Vor allem losgelassen."
"Highlight (Yellow)","Page 142","","aber ich habe Nein gesagt, weil ich allein schon das Wort Trauerarbeit grauenhaft finde."
"Highlight (Yellow)","Page 142","","Mein Vater sagt, ich bin undankbar, schließlich will sie nur helfen, aber ich finde, sie mischt sich in Dinge ein, die sie einen Scheißdreck angehen."
"Highlight (Yellow)","Page 143","","Nicht weil ich Hunger habe, sondern um mich abzulenken."
"Highlight (Yellow)","Page 143","","Aber der Kuchen riecht gut. Jacob hat ihn Freitagnacht in Alufolie gewickelt, bevor wir schlafen gegangen sind."
"Highlight (Yellow)","Page 143","","Oberschenkel und steche mit der Gabel in den Kuchen. Er ist hart und der Teller kalt. Ich öffne ein neues Browserfenster und tippe futureme.org in die Adressleiste ein."
"Highlight (Yellow)","Page 143","","Die Internetseite ist schlicht. Weiß und Blau, ein paar Textfelder. Das war’s. Ich lese mir durch, wie das mit den E-Mails funktioniert. Eigentlich schickt man sie an sich selbst – daher auch der Name."
"Highlight (Yellow)","Page 143","","und dirigiere den Cursor zu dem Button mit der Aufschrift"
"Highlight (Yellow)","Page 143","","Keine zwei Sekunden später macht es plopp, und eine Bestätigungsmail kommt an."
"Highlight (Yellow)","Page 143","","Wenn ich meine E-Mail-Adresse bestätigen muss, musste Kristopher das dann nicht auch? Natürlich musste er das."
"Highlight (Yellow)","Page 144","","Das bedeutet, dass Kristopher meine E-Mail-Adresse unmöglich über seinen Computer freischalten konnte."
"Highlight (Yellow)","Page 144","","Absender:"
"Highlight (Yellow)","Page 145","","Liebe Lise, der Fährmann hat mich bis zum nächsten Steg mitgenommen, und das verdanke ich dir. Deinetwegen bin ich der anderen Seite ein Stück näher gekommen."
"Highlight (Yellow)","Page 145","","kostenloses WLAN, also dachte ich, schicke ich dir deine nächste Aufgabe. Doch zuerst muss ich mich bei dir entschuldigen. Dafür, dass ich dich emotional erpresst habe."
"Highlight (Yellow)","Page 145","","Der Fährmann weiß, dass du mein Joker bist, und er hat seine Aufgaben dementsprechend gewählt. Sie sind auf dich zugeschnitten und für dich zusammengestellt."
"Highlight (Yellow)","Page 146","","tut mir wirklich leid, Lise, aber wenn du nicht willst, dass ich hier inmitten von Kriminellen und Ganoven in der Dunkelheit vor mich hin vegetiere, kommst du um das blöde Hobby nicht herum. Ich weiß, noch mehr emotionale Erpressung."
"Highlight (Yellow)","Page 146","","Deswegen findest du in meinem Schreibtisch in der zweiten Schublade von oben auf der rechten Seite eine zerbeulte Blechdose mit einem Hirschkopf auf der Vorderseite."
"Highlight (Yellow)","Page 146","","Das Geld, das darin ist, gehört dir. Du darfst es nur für diesen Zweck verwenden. Für nichts sonst."
"Highlight (Yellow)","Page 146","","Ich begleite dich bei jedem Schritt."
"Highlight (Yellow)","Page 147","","wenn man du ist.) Du fehlst mir, kleine Schwester."
"Highlight (Yellow)","Page 147","","Diesen Tag wird es nie wieder geben. Also lebe ihn. Hör Musik. Lach. Und sei glücklich. Ich hab dich lieb."
"Highlight (Yellow)","Page 147","","Ich denke an die Lieder, die Kristopher und ich als Kinder am liebsten gehört haben. Eines davon war »Wanna Be Startin’ Something« von Michael Jackson. Wir haben immer Mamas Putzhandschuhe angezogen – mein Bruder die grünen, ich die pinken – und versucht, wie Michael Jackson zu tanzen."
"Highlight (Yellow)","Page 147","","Wir hatten kein Talent, dafür hatten wir Spaß. Und wir haben gelacht."
"Highlight (Yellow)","Page 147","","Und in der Sekunde, in der die Musik losgeht, will ich alles auf einmal."
"Highlight (Yellow)","Page 151","","Die Türen gehen auf, und die ersten Schüler verlassen das Gebäude. Manche einzeln, andere in Gruppen. Ich suche Luises Gesicht in der Menge, ihren nackten Kopf, die blaue Mütze."
"Highlight (Yellow)","Page 151","","Jeder Versuch klang kitschig oder falsch. Und irgendwann war es zu spät."
"Highlight (Yellow)","Page 151","","Ich glaube, man hat für jede Antwort nur ein gewisses Zeitfenster. Dann ist es zu."
"Highlight (Yellow)","Page 151","","Ich höre Lied Nummer drei auf meiner Luise-Playlist – »Dark Red« von Steve Lacy."
"Highlight (Yellow)","Page 151","","Kindlich und glücklich und irgendwie sorglos. Genau so, wie man an einem Geburtstag schauen sollte."
"Highlight (Yellow)","Page 152","","Und ich konnte nicht aufhören, daran zu denken, dass uns nur zwei Türen voneinander trennen."
"Highlight (Yellow)","Page 152","","Ich hatte Schweißausbrüche, und meine Hände waren kalt. Es hat sich angefühlt wie eine Infektion."
"Highlight (Yellow)","Page 152","","Es sah ein bisschen aus wie einer der Duschräume in meinem Boxverein."
"Highlight (Yellow)","Page 152","","Genauer gesagt in mein rechtes Auge."
"Highlight (Yellow)","Page 152","","Sie war dick und aufgequollen"
"Highlight (Yellow)","Page 152","","Wie Gedärme."
"Highlight (Yellow)","Page 152","","Exakt an der Stelle zwischen der Ader und meinem Augapfel."
"Highlight (Yellow)","Page 153","","Da steht er. Und schaut mich an, als wären wir verabredet."
"Highlight (Yellow)","Page 153","","Je näher ich ihm komme, desto kälter werden meine Hände."
"Highlight (Yellow)","Page 153","","»Hi«, sagt er. »Hi«, sage ich. »Was machst du hier?« »Dich abholen«, sagt er. »Warum?« Er blickt kurz zu Boden, dann wieder in meine Augen. »Einfach so«, sagt er. »Hätte ich es lassen sollen?«"
"Highlight (Yellow)","Page 153","","Ich hatte mit Notlügen und Ausreden gerechnet. Dass er die Wahrheit sagt, entwaffnet mich."
"Highlight (Yellow)","Page 154","","»Okay«, sage ich. Er zieht die Augenbrauen hoch. »Einfach so?«, fragt er."
"Highlight (Yellow)","Page 154","","»Aber nur, wenn du mir ab jetzt antwortest, wenn ich dir schreibe.«"
"Highlight (Yellow)","Page 154","","fragt Jacob: »Hast du Hunger?« Und ich antworte: »Und wie.«"
"Highlight (Yellow)","Page 155","","Als wäre das nicht mein Körper. Und auch nicht mein Kopf. Als wäre ich jemand, der sich selbst über die Schulter schaut."
"Highlight (Yellow)","Page 155","","Ich überlege krampfhaft, was ich ihr erzählen könnte, aber mir fällt nichts ein."
"Highlight (Yellow)","Page 155","","»Dass ich mir ein Hobby suchen muss.«"
"Highlight (Yellow)","Page 155","","Sie spielt geistesabwesend mit ihren Fingern. Sie sind zierlich, so wie alles an"
"Highlight (Yellow)","Page 156","","»Ich bin nicht der Typ für Hobbys.«"
"Highlight (Yellow)","Page 156","","»Okay, was machst du gerne? Was ist dir wichtig?«"
"Highlight (Yellow)","Page 156","","Ich runzle die Stirn. »Warum nicht?« »Weil ich mir die Musik nicht verderben will«,"
"Highlight (Yellow)","Page 156","","»Nein«, sagt sie, »kein Instrument.« Das Wasser kocht."
"Note","Page 156","","N"
"Highlight (Yellow)","Page 157","","»Was für Musik hörst du denn gern?« »Das kommt drauf an.« »Und worauf?«"
"Highlight (Yellow)","Page 157","","Ich muss schmunzeln."
"Highlight (Yellow)","Page 157","","»Hier«, sage ich und strecke es ihr entgegen. »Such ein Lied aus.«"
"Highlight (Yellow)","Page 157","","etwas ins Suchfeld und wählt einen Song aus. Akustikgitarre, dann Schlagzeug, dann eine Männerstimme."
"Highlight (Yellow)","Page 157","","»Kevin Morby«, antwortet Luise und legt das Handy ins Regal zurück. »Das Lied heißt ›All Of My Life‹.«"
"Highlight (Yellow)","Page 157","","Wir schweigen und hören Musik."
"Highlight (Yellow)","Page 157","","Der Song ist wehmütig. Und hoffnungsvoll. Die Soße köchelt dickflüssig vor sich hin."
"Highlight (Yellow)","Page 158","","»Mir ist ein Hobby für dich eingefallen«, sage ich, und sie schaut auf. »Hast du nachher Zeit? Von acht bis halb elf?« Pause. »Ich bring dich im Anschluss auch nach Hause.«"
"Highlight (Yellow)","Page 159","","Er ist lang gezogen und schmal, wirkt zweigeteilt durch die Rundbögen in der Mitte."
"Highlight (Yellow)","Page 159","","»Das ist nichts für mich«, sage ich leise zu Jacob. »Ich habe gar nicht das Bedürfnis, irgendwo reinzuschlagen.«"
"Highlight (Yellow)","Page 159","","»Und wenn es dir keinen Spaß macht, dann lässt du es einfach.«"
"Highlight (Yellow)","Page 159","","Eine Stunde später sinke ich erschöpft auf die lange Holzbank, setze die Wasserflasche an und trinke."
"Highlight (Yellow)","Page 160","","Fast alle Mädchen in meiner Klasse haben irgendwann angefangen, Ballett zu machen. Oder reiten zu gehen. Oder zu turnen. Oder Klavier zu lernen. Meine damalige beste Freundin, Sarah Gerber, ist zwei Mal die Woche zum Töpfern gegangen. Und sie hat Geige gespielt."
"Highlight (Yellow)","Page 160","","Er hat mir vorgelesen. Stunden-, nein eigentlich, tagelang. Er war richtig gut im Vorlesen."
"Highlight (Yellow)","Page 160","","Tragend, aber nicht laut, klar, aber nicht aufdringlich. Sie war ein Spiegelbild seines ruhigen unaufgeregten Wesens."
"Highlight (Yellow)","Page 160","","Im Nachhinein glaube ich, dass Kristopher mein Hobby war."
"Highlight (Yellow)","Page 160","","Ganz im Gegensatz zu mir. Vielleicht wollte ich es auch einfach nicht wahrhaben."
"Highlight (Yellow)","Page 160","","Er ist verschwitzt, das dunkelblaue T-Shirt klebt auf seiner Haut, das Haar hängt ihm strähnig in die Stirn. Er reagiert schnell, bewegt sich mühelos."
"Highlight (Yellow)","Page 160","","Bei ihm sieht die Beinarbeit nicht nach Arbeit aus, und seine Deckung ist eine Mauer aus roten Boxhandschuhen. Das Kinn geschützt, der Körper immer in Bewegung."
"Highlight (Yellow)","Page 162","","Oder Welpen, die gequält werden. Dieser verdammte Blick hilft niemandem."
"Highlight (Yellow)","Page 162","","Mitgefühl,"
"Highlight (Yellow)","Page 162","","Die Wut schäumt in mir."
"Highlight (Yellow)","Page 162","","»Es ist doch bestimmt ziemlich belastend für dich, plötzlich wieder etwas von ihm zu lesen«,"
"Highlight (Yellow)","Page 162","","Sie ist einfühlsam und ich kurz vorm Durchdrehen."
"Highlight (Yellow)","Page 163","","Wenn ein Mensch sich das Leben nimmt, endet nicht nur seines."
"Highlight (Yellow)","Page 163","","Er zerstört das gesamte Gefüge. Die Ordnung. Das Gleichgewicht. Wie die Druckwelle, nachdem eine Bombe detoniert. Was bleibt, ist emotionale Verwüstung. Alle sagen, man soll reden. Aber das ändert nichts. Über den Tod zu sprechen kann ihn nicht rückgängig machen. Man versucht nur, Worte zu finden, wo sie einem fehlen."
"Highlight (Yellow)","Page 163","","»Lu?«, sagt Ming, und ich sehe sie an. »Ist alles okay?« Es ist eine simple Frage, aber ich flippe aus. Es passiert so plötzlich, dass ich erst nicht begreife, dass das wirklich ich bin."
"Highlight (Yellow)","Page 163","","Unbeteiligt."
"Highlight (Yellow)","Page 163","","Und daran bist du schuld!«"
"Highlight (Yellow)","Page 163","","»Du behandelst mich wie alle anderen! Als wäre ich nur das Mädchen, das seinen Bruder verloren hat! Als wäre das alles, was ich bin. Als gäbe es sonst nichts, was mich ausmacht!«"
"Highlight (Yellow)","Page 163","","»Du fragst mich ständig, wie es mir geht«, sage ich, und meine Stimme klingt boshaft und fremd. »Ganz ehrlich, Ming, was denkst du denn, wie es mir geht?«"
"Highlight (Yellow)","Page 163","","»Mein Bruder hat sich umgebracht. Er hat sich umgebracht"
"Highlight (Yellow)","Page 164","","Ich sehe ihn daliegen."
"Highlight (Yellow)","Page 164","","Meine Stimme ist spröde und brüchig. »Nichts ist richtig, wenn der Mensch, den du am meisten liebst, sich umbringt«, sage ich und schlucke."
"Highlight (Yellow)","Page 164","","»Und jedes Mal, wenn du mich so anschaust und mich fragst, wie es mir geht, erinnerst du mich nur noch mehr daran, wie scheiße alles ist. Du hast mir seit Wochen nichts mehr von dir erzählt. Ich habe keine Ahnung, wie es dir geht oder was du machst."
"Highlight (Yellow)","Page 164","","»Ich versuche doch nur, dir zu helfen«, sagt Ming. »Aber ich will deine Hilfe nicht«, sage ich, und dann ist es still. Schmerzhaft still. »Vielleicht ist es das Beste, wenn wir erst mal nicht telefonieren.«"
"Highlight (Yellow)","Page 164","","Sie ist verletzt. Und enttäuscht. Und wütend."
"Highlight (Yellow)","Page 164","","Sie nimmt Rücksicht. Und legt auf."
"Highlight (Yellow)","Page 167","","Als könnte mein müder Verstand sie nicht abwehren. Wenn das Licht an ist, geht es."
"Highlight (Yellow)","Page 167","","Aber nur ganz seicht."
"Highlight (Yellow)","Page 167","","Ich saß an einem kleinen Weiher im Mondschein."
